order,ctryname,year,aclpcode,cowcode,cowcode2,qogctycode,qogctylett,qogctyyear,ccdcodelet,ccdcodenum,aclpyear,cowcode2year,cowcodeyear,chgterr,ychgterr,flagc_cowcode2,flage_cowcode2,entryy,exity,cid,wdicode,imf_code,politycode,bankscode,dpicode,uncode,un_region,un_region_name,un_continent,un_continent_name,aclp_region,bornyear,endyear,dupcow,dupwdi,dupun,dupdpi,dupimf,dupbanks,exselec,legselec,closed,dejure,defacto,defacto2,lparty,incumb,type2,collect,nheads,nmil,nhead,npost,ndate,eheads,ageeh,emil,royal,headdiff,ehead,epost,edate,tenure08,comm,ecens08,edeath,flageh,democracy,assconfid,poppreselec,regime,tt,ttd,tta,flagc,flagdem,flagreg,agedem,agereg,stra
47,Afghanistan,1992,142,700,700,4,AFG,41992,AFG,1,1421992,7001992,7001992,0,0,0,0,1946,2008,700,AFG,512,700,10,AFG,4,34,Southern Asia,142,Asia,9,1919,2008,0,0,0,0,0,0,3,1,0,2,2,2,0,0,0,0,2,0,Burhanuddin Rabbani,President of the Islamic State,6.28.92,2,1,0,0,0,Burhanuddin Rabbani,president,6.28.92,4,0,1,1,1,0,0,0,3,0,0,0,0,0,0,64,20,0
48,Afghanistan,1993,142,700,700,4,AFG,41993,AFG,1,1421993,7001993,7001993,0,0,0,0,1946,2008,700,AFG,512,700,10,AFG,4,34,Southern Asia,142,Asia,9,1919,2008,0,0,0,0,0,0,3,1,0,2,2,2,0,0,0,0,0,0,Burhanuddin Rabbani,President of the Islamic State,,0,2,0,0,0,Burhanuddin Rabbani,president,,4,0,1,1,0,0,0,0,3,0,0,0,0,0,0,65,21,0
49,Afghanistan,1994,142,700,700,4,AFG,41994,AFG,1,1421994,7001994,7001994,0,0,0,0,1946,2008,700,AFG,512,700,10,AFG,4,34,Southern Asia,142,Asia,9,1919,2008,0,0,0,0,0,0,3,1,0,2,2,2,0,0,0,0,0,0,Burhanuddin Rabbani,President of the Islamic State,,0,3,0,0,0,Burhanuddin Rabbani,president,,4,0,1,1,0,0,0,0,3,0,0,0,0,0,0,66,22,0
50,Afghanistan,1995,142,700,700,4,AFG,41995,AFG,1,1421995,7001995,7001995,0,0,0,0,1946,2008,700,AFG,512,700,10,AFG,4,34,Southern Asia,142,Asia,9,1919,2008,0,0,0,0,0,0,3,1,0,2,2,2,0,0,0,0,0,0,Burhanuddin Rabbani,President of the Islamic State,,0,4,0,0,0,Burhanuddin Rabbani,president,,4,0,1,1,0,0,0,0,3,0,0,0,0,0,0,67,23,0
51,Afghanistan,1996,142,700,700,4,AFG,41996,AFG,1,1421996,7001996,7001996,0,0,0,0,1946,2008,700,AFG,512,700,10,AFG,4,34,Southern Asia,142,Asia,9,1919,2008,0,0,0,0,0,0,3,0,0,2,2,2,0,0,0,0,1,0,Mullah Mohammad Rabbani,Head of the Taliban Supreme Council,9.26.96,1,1,0,0,0,Mullah Mohammad Rabbani,Head of the Taliban Supreme Council,9.26.96,5,0,1,1,1,0,0,0,3,0,0,0,0,0,0,68,24,0
52,Afghanistan,1997,142,700,700,4,AFG,41997,AFG,1,1421997,7001997,7001997,0,0,0,0,1946,2008,700,AFG,512,700,10,AFG,4,34,Southern Asia,142,Asia,9,1919,2008,0,0,0,0,0,0,3,0,0,2,2,2,0,0,0,0,0,0,Mullah Mohammad Rabbani,Head of the Taliban Supreme Council,,0,2,0,0,0,Mullah Mohammad Rabbani,Head of the Taliban Supreme Council,,5,0,1,1,0,0,0,0,3,0,0,0,0,0,0,69,25,0
53,Afghanistan,1998,142,700,700,4,AFG,41998,AFG,1,1421998,7001998,7001998,0,0,0,0,1946,2008,700,AFG,512,700,10,AFG,4,34,Southern Asia,142,Asia,9,1919,2008,0,0,0,0,0,0,3,0,0,2,2,2,0,0,0,0,0,0,Mullah Mohammad Rabbani,Head of the Taliban Supreme Council,,0,3,0,0,0,Mullah Mohammad Rabbani,Head of the Taliban Supreme Council,,5,0,1,1,0,0,0,0,3,0,0,0,0,0,0,70,26,0
54,Afghanistan,1999,142,700,700,4,AFG,41999,AFG,1,1421999,7001999,7001999,0,0,0,0,1946,2008,700,AFG,512,700,10,AFG,4,34,Southern Asia,142,Asia,9,1919,2008,0,0,0,0,0,0,3,0,0,2,2,2,0,0,0,0,0,0,Mullah Mohammad Rabbani,Head of the Taliban Supreme Council,,0,4,0,0,0,Mullah Mohammad Rabbani,Head of the Taliban Supreme Council,,5,0,1,1,0,0,0,0,3,0,0,0,0,0,0,71,27,0
55,Afghanistan,2000,142,700,700,4,AFG,42000,AFG,1,1422000,7002000,7002000,0,0,0,0,1946,2008,700,AFG,512,700,10,AFG,4,34,Southern Asia,142,Asia,9,1919,2008,0,0,0,0,0,0,3,0,0,2,2,2,0,0,0,0,0,0,Mullah Mohammad Rabbani,Head of the Taliban Supreme Council,,0,5,0,0,0,Mullah Mohammad Rabbani,Head of the Taliban Supreme Council,,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,72,28,0
56,Afghanistan,2001,142,700,700,4,AFG,42001,AFG,1,1422001,7002001,7002001,0,0,0,0,1946,2008,700,AFG,512,700,10,AFG,4,34,Southern Asia,142,Asia,9,1919,2008,0,0,0,0,0,0,3,0,0,2,2,2,0,0,0,0,3,0,Hamid Karzai,Chairman of the Interim Administration,12.22.01,3,1,0,0,0,Hamid Karzai,Chairman of the Interim Administration,12.22.01,8,0,1,1,1,0,0,0,3,0,0,0,0,0,0,73,29,0
57,Afghanistan,2002,142,700,700,4,AFG,42002,AFG,1,1422002,7002002,7002002,0,0,0,0,1946,2008,700,AFG,512,700,10,AFG,4,34,Southern Asia,142,Asia,9,1919,2008,0,0,0,0,0,0,3,0,1,2,2,2,0,0,0,0,0,0,Hamid Karzai,Head of State for the Transitional Administration,6.19.02,0,2,0,0,0,Hamid Karzai,Head of State for the Transitional Administration,6.19.02,8,0,1,1,0,0,0,0,3,0,0,0,0,0,0,74,30,0
58,Afghanistan,2003,142,700,700,4,AFG,42003,AFG,1,1422003,7002003,7002003,0,0,0,0,1946,2008,700,AFG,512,700,10,AFG,4,34,Southern Asia,142,Asia,9,1919,2008,0,0,0,0,0,0,3,0,1,2,2,2,0,0,0,0,0,0,Hamid Karzai,Head of State for the Transitional Administration,,0,3,0,0,0,Hamid Karzai,Head of State for the Transitional Administration,,8,0,1,1,0,0,0,0,3,0,0,0,0,0,0,75,31,0
59,Afghanistan,2004,142,700,700,4,AFG,42004,AFG,1,1422004,7002004,7002004,0,0,0,0,1946,2008,700,AFG,512,700,10,AFG,4,34,Southern Asia,142,Asia,9,1919,2008,0,0,0,0,0,0,1,0,1,2,2,2,0,0,1,0,0,0,Hamid Karzai,president,12.07.04,0,4,0,0,0,Hamid Karzai,president,12.07.04,8,0,1,1,0,0,0,0,3,0,0,0,0,0,0,76,32,0
60,Afghanistan,2005,142,700,700,4,AFG,42005,AFG,1,1422005,7002005,7002005,0,0,0,0,1946,2008,700,AFG,512,700,10,AFG,4,34,Southern Asia,142,Asia,9,1919,2008,0,0,0,0,0,0,1,2,2,2,2,2,2,0,1,0,0,0,Hamid Karzai,president,,0,5,0,0,0,Hamid Karzai,president,,8,0,1,1,0,0,0,0,3,0,0,0,0,0,0,77,33,0
61,Afghanistan,2006,142,700,700,4,AFG,42006,AFG,1,1422006,7002006,7002006,0,0,0,0,1946,2008,700,AFG,512,700,10,AFG,4,34,Southern Asia,142,Asia,9,1919,2008,0,0,0,0,0,0,1,2,2,2,2,2,2,0,1,0,0,0,Hamid Karzai,president,,0,6,0,0,0,Hamid Karzai,president,,8,0,1,1,0,0,0,0,3,0,0,0,0,0,0,78,34,0
62,Afghanistan,2007,142,700,700,4,AFG,42007,AFG,1,1422007,7002007,7002007,0,0,0,0,1946,2008,700,AFG,512,700,10,AFG,4,34,Southern Asia,142,Asia,9,1919,2008,0,0,0,0,0,0,1,2,2,2,2,2,2,0,1,0,0,0,Hamid Karzai,president,,0,7,0,0,0,Hamid Karzai,president,,8,0,1,1,0,0,0,0,3,0,0,0,0,0,0,79,35,0
63,Afghanistan,2008,142,700,700,4,AFG,42008,AFG,1,1422008,7002008,7002008,0,0,0,1,1946,2008,700,AFG,512,700,10,AFG,4,34,Southern Asia,142,Asia,9,1919,2008,0,0,0,0,0,0,1,2,2,2,2,2,2,0,1,0,0,0,Hamid Karzai,president,,0,8,0,0,0,Hamid Karzai,president,,8,0,0,1,0,0,0,0,3,0,0,0,0,0,0,80,36,0
64,Albania,1946,143,339,339,8,ALB,81946,ALB,3,1431946,3391946,3391946,0,0,1,0,1946,2008,339,ALB,914,339,20,ALB,8,39,Southern Europe,150,Europe,9,1912,2008,0,0,0,0,0,0,3,2,2,1,1,1,1,0,0,0,1,1,Enver Hoxha,Chairman of Council of Ministers,1.01.46,0,3,1,0,0,Enver Hoxha,first secretary of Communist Party,11.00.44,41,1,1,1,1,0,0,0,4,0,0,0,1,1,1,35,1,0
65,Albania,1947,143,339,339,8,ALB,81947,ALB,3,1431947,3391947,3391947,0,0,0,0,1946,2008,339,ALB,914,339,20,ALB,8,39,Southern Europe,150,Europe,9,1912,2008,0,0,0,0,0,0,3,2,2,1,1,1,1,0,0,0,0,1,Enver Hoxha,Chairman of Council of Ministers,,0,4,1,0,0,Enver Hoxha,first secretary of Communist Party,,41,1,1,1,0,0,0,0,4,0,0,0,0,0,0,36,2,0
66,Albania,1948,143,339,339,8,ALB,81948,ALB,3,1431948,3391948,3391948,0,0,0,0,1946,2008,339,ALB,914,339,20,ALB,8,39,Southern Europe,150,Europe,9,1912,2008,0,0,0,0,0,0,3,2,2,1,1,1,1,0,0,0,0,1,Enver Hoxha,Chairman of Council of Ministers,,0,5,1,0,0,Enver Hoxha,first secretary of Communist Party,,41,1,1,1,0,0,0,0,4,0,0,0,0,0,0,37,3,0
67,Albania,1949,143,339,339,8,ALB,81949,ALB,3,1431949,3391949,3391949,0,0,0,0,1946,2008,339,ALB,914,339,20,ALB,8,39,Southern Europe,150,Europe,9,1912,2008,0,0,0,0,0,0,3,2,2,1,1,1,1,0,0,0,0,1,Enver Hoxha,Chairman of Council of Ministers,,0,6,1,0,0,Enver Hoxha,first secretary of Communist Party,,41,1,1,1,0,0,0,0,4,0,0,0,0,0,0,38,4,0
68,Albania,1950,143,339,339,8,ALB,81950,ALB,3,1431950,3391950,3391950,0,0,0,0,1946,2008,339,ALB,914,339,20,ALB,8,39,Southern Europe,150,Europe,9,1912,2008,0,0,0,0,0,0,3,2,2,1,1,1,1,0,0,0,0,1,Enver Hoxha,Chairman of Council of Ministers,,0,7,1,0,0,Enver Hoxha,first secretary of Communist Party,,41,1,1,1,0,0,0,0,4,0,0,0,0,0,0,39,5,0
69,Albania,1951,143,339,339,8,ALB,81951,ALB,3,1431951,3391951,3391951,0,0,0,0,1946,2008,339,ALB,914,339,20,ALB,8,39,Southern Europe,150,Europe,9,1912,2008,0,0,0,0,0,0,3,2,2,1,1,1,1,0,0,0,0,1,Enver Hoxha,Chairman of Council of Ministers,,0,8,1,0,0,Enver Hoxha,first secretary of Communist Party,,41,1,1,1,0,0,0,0,4,0,0,0,0,0,0,40,6,0
70,Albania,1952,143,339,339,8,ALB,81952,ALB,3,1431952,3391952,3391952,0,0,0,0,1946,2008,339,ALB,914,339,20,ALB,8,39,Southern Europe,150,Europe,9,1912,2008,0,0,0,0,0,0,3,2,2,1,1,1,1,0,0,0,0,1,Enver Hoxha,Chairman of Council of Ministers,,0,9,1,0,0,Enver Hoxha,first secretary of Communist Party,,41,1,1,1,0,0,0,0,4,0,0,0,0,0,0,41,7,0
71,Albania,1953,143,339,339,8,ALB,81953,ALB,3,1431953,3391953,3391953,0,0,0,0,1946,2008,339,ALB,914,339,20,ALB,8,39,Southern Europe,150,Europe,9,1912,2008,0,0,0,0,0,0,3,2,2,1,1,1,1,0,0,0,0,1,Enver Hoxha,Chairman of Council of Ministers,,0,10,1,0,0,Enver Hoxha,first secretary of Communist Party,,41,1,1,1,0,0,0,0,4,0,0,0,0,0,0,42,8,0
72,Albania,1954,143,339,339,8,ALB,81954,ALB,3,1431954,3391954,3391954,0,0,0,0,1946,2008,339,ALB,914,339,20,ALB,8,39,Southern Europe,150,Europe,9,1912,2008,0,0,0,0,0,0,3,2,2,1,1,1,1,0,0,0,1,0,Mehmet Shehu,Chairman of Council of Ministers,7.23.54,0,11,1,0,1,Enver Hoxha,first secretary of Communist Party,,41,1,1,1,0,0,0,0,4,0,0,0,0,0,0,43,9,0
73,Albania,1955,143,339,339,8,ALB,81955,ALB,3,1431955,3391955,3391955,0,0,0,0,1946,2008,339,ALB,914,339,20,ALB,8,39,Southern Europe,150,Europe,9,1912,2008,0,0,0,0,0,0,3,2,2,1,1,1,1,0,0,0,0,0,Mehmet Shehu,Chairman of Council of Ministers,,0,12,1,0,1,Enver Hoxha,first secretary of Communist Party,,41,1,1,1,0,0,0,0,4,0,0,0,0,0,0,44,10,0
74,Albania,1956,143,339,339,8,ALB,81956,ALB,3,1431956,3391956,3391956,0,0,0,0,1946,2008,339,ALB,914,339,20,ALB,8,39,Southern Europe,150,Europe,9,1912,2008,0,0,0,0,0,0,3,2,2,1,1,1,1,0,0,0,0,0,Mehmet Shehu,Chairman of Council of Ministers,,0,13,1,0,1,Enver Hoxha,first secretary of Communist Party,,41,1,1,1,0,0,0,0,4,0,0,0,0,0,0,45,11,0
75,Albania,1957,143,339,339,8,ALB,81957,ALB,3,1431957,3391957,3391957,0,0,0,0,1946,2008,339,ALB,914,339,20,ALB,8,39,Southern Europe,150,Europe,9,1912,2008,0,0,0,0,0,0,3,2,2,1,1,1,1,0,0,0,0,0,Mehmet Shehu,Chairman of Council of Ministers,,0,14,1,0,1,Enver Hoxha,first secretary of Communist Party,,41,1,1,1,0,0,0,0,4,0,0,0,0,0,0,46,12,0
76,Albania,1958,143,339,339,8,ALB,81958,ALB,3,1431958,3391958,3391958,0,0,0,0,1946,2008,339,ALB,914,339,20,ALB,8,39,Southern Europe,150,Europe,9,1912,2008,0,0,0,0,0,0,3,2,2,1,1,1,1,0,0,0,0,0,Mehmet Shehu,Chairman of Council of Ministers,,0,15,1,0,1,Enver Hoxha,first secretary of Communist Party,,41,1,1,1,0,0,0,0,4,0,0,0,0,0,0,47,13,0
77,Albania,1959,143,339,339,8,ALB,81959,ALB,3,1431959,3391959,3391959,0,0,0,0,1946,2008,339,ALB,914,339,20,ALB,8,39,Southern Europe,150,Europe,9,1912,2008,0,0,0,0,0,0,3,2,2,1,1,1,1,0,0,0,0,0,Mehmet Shehu,Chairman of Council of Ministers,,0,16,1,0,1,Enver Hoxha,first secretary of Communist Party,,41,1,1,1,0,0,0,0,4,0,0,0,0,0,0,48,14,0
78,Albania,1960,143,339,339,8,ALB,81960,ALB,3,1431960,3391960,3391960,0,0,0,0,1946,2008,339,ALB,914,339,20,ALB,8,39,Southern Europe,150,Europe,9,1912,2008,0,0,0,0,0,0,3,2,2,1,1,1,1,0,0,0,0,0,Mehmet Shehu,Chairman of Council of Ministers,,0,17,1,0,1,Enver Hoxha,first secretary of Communist Party,,41,1,1,1,0,0,0,0,4,0,0,0,0,0,0,49,15,0
79,Albania,1961,143,339,339,8,ALB,81961,ALB,3,1431961,3391961,3391961,0,0,0,0,1946,2008,339,ALB,914,339,20,ALB,8,39,Southern Europe,150,Europe,9,1912,2008,0,0,0,0,0,0,3,2,2,1,1,1,1,0,0,0,0,0,Mehmet Shehu,Chairman of Council of Ministers,,0,18,1,0,1,Enver Hoxha,first secretary of Communist Party,,41,1,1,1,0,0,0,0,4,0,0,0,0,0,0,50,16,0
80,Albania,1962,143,339,339,8,ALB,81962,ALB,3,1431962,3391962,3391962,0,0,0,0,1946,2008,339,ALB,914,339,20,ALB,8,39,Southern Europe,150,Europe,9,1912,2008,0,0,0,0,0,0,3,2,2,1,1,1,1,0,0,0,0,0,Mehmet Shehu,Chairman of Council of Ministers,,0,19,1,0,1,Enver Hoxha,first secretary of Communist Party,,41,1,1,1,0,0,0,0,4,0,0,0,0,0,0,51,17,0
81,Albania,1963,143,339,339,8,ALB,81963,ALB,3,1431963,3391963,3391963,0,0,0,0,1946,2008,339,ALB,914,339,20,ALB,8,39,Southern Europe,150,Europe,9,1912,2008,0,0,0,0,0,0,3,2,2,1,1,1,1,0,0,0,0,0,Mehmet Shehu,Chairman of Council of Ministers,,0,20,1,0,1,Enver Hoxha,first secretary of Communist Party,,41,1,1,1,0,0,0,0,4,0,0,0,0,0,0,52,18,0
82,Albania,1964,143,339,339,8,ALB,81964,ALB,3,1431964,3391964,3391964,0,0,0,0,1946,2008,339,ALB,914,339,20,ALB,8,39,Southern Europe,150,Europe,9,1912,2008,0,0,0,0,0,0,3,2,2,1,1,1,1,0,0,0,0,0,Mehmet Shehu,Chairman of Council of Ministers,,0,21,1,0,1,Enver Hoxha,first secretary of Communist Party,,41,1,1,1,0,0,0,0,4,0,0,0,0,0,0,53,19,0
83,Albania,1965,143,339,339,8,ALB,81965,ALB,3,1431965,3391965,3391965,0,0,0,0,1946,2008,339,ALB,914,339,20,ALB,8,39,Southern Europe,150,Europe,9,1912,2008,0,0,0,0,0,0,3,2,2,1,1,1,1,0,0,0,0,0,Mehmet Shehu,Chairman of Council of Ministers,,0,22,1,0,1,Enver Hoxha,first secretary of Communist Party,,41,1,1,1,0,0,0,0,4,0,0,0,0,0,0,54,20,0
84,Albania,1966,143,339,339,8,ALB,81966,ALB,3,1431966,3391966,3391966,0,0,0,0,1946,2008,339,ALB,914,339,20,ALB,8,39,Southern Europe,150,Europe,9,1912,2008,0,0,0,0,0,0,3,2,2,1,1,1,1,0,0,0,0,0,Mehmet Shehu,Chairman of Council of Ministers,,0,23,1,0,1,Enver Hoxha,first secretary of Communist Party,,41,1,1,1,0,0,0,0,4,0,0,0,0,0,0,55,21,0
85,Albania,1967,143,339,339,8,ALB,81967,ALB,3,1431967,3391967,3391967,0,0,0,0,1946,2008,339,ALB,914,339,20,ALB,8,39,Southern Europe,150,Europe,9,1912,2008,0,0,0,0,0,0,3,2,2,1,1,1,1,0,0,0,0,0,Mehmet Shehu,Chairman of Council of Ministers,,0,24,1,0,1,Enver Hoxha,first secretary of Communist Party,,41,1,1,1,0,0,0,0,4,0,0,0,0,0,0,56,22,0
86,Albania,1968,143,339,339,8,ALB,81968,ALB,3,1431968,3391968,3391968,0,0,0,0,1946,2008,339,ALB,914,339,20,ALB,8,39,Southern Europe,150,Europe,9,1912,2008,0,0,0,0,0,0,3,2,2,1,1,1,1,0,0,0,0,0,Mehmet Shehu,Chairman of Council of Ministers,,0,25,1,0,1,Enver Hoxha,first secretary of Communist Party,,41,1,1,1,0,0,0,0,4,0,0,0,0,0,0,57,23,0
87,Albania,1969,143,339,339,8,ALB,81969,ALB,3,1431969,3391969,3391969,0,0,0,0,1946,2008,339,ALB,914,339,20,ALB,8,39,Southern Europe,150,Europe,9,1912,2008,0,0,0,0,0,0,3,2,2,1,1,1,1,0,0,0,0,0,Mehmet Shehu,Chairman of Council of Ministers,,0,26,1,0,1,Enver Hoxha,first secretary of Communist Party,,41,1,1,1,0,0,0,0,4,0,0,0,0,0,0,58,24,0
88,Albania,1970,143,339,339,8,ALB,81970,ALB,3,1431970,3391970,3391970,0,0,0,0,1946,2008,339,ALB,914,339,20,ALB,8,39,Southern Europe,150,Europe,9,1912,2008,0,0,0,0,0,0,3,2,2,1,1,1,1,0,0,0,0,0,Mehmet Shehu,Chairman of Council of Ministers,,0,27,1,0,1,Enver Hoxha,first secretary of Communist Party,,41,1,1,1,0,0,0,0,4,0,0,0,0,0,0,59,25,0
89,Albania,1971,143,339,339,8,ALB,81971,ALB,3,1431971,3391971,3391971,0,0,0,0,1946,2008,339,ALB,914,339,20,ALB,8,39,Southern Europe,150,Europe,9,1912,2008,0,0,0,0,0,0,3,2,2,1,1,1,1,0,0,0,0,0,Mehmet Shehu,Chairman of Council of Ministers,,0,28,1,0,1,Enver Hoxha,first secretary of Communist Party,,41,1,1,1,0,0,0,0,4,0,0,0,0,0,0,60,26,0
90,Albania,1972,143,339,339,8,ALB,81972,ALB,3,1431972,3391972,3391972,0,0,0,0,1946,2008,339,ALB,914,339,20,ALB,8,39,Southern Europe,150,Europe,9,1912,2008,0,0,0,0,0,0,3,2,2,1,1,1,1,0,0,0,0,0,Mehmet Shehu,Chairman of Council of Ministers,,0,29,1,0,1,Enver Hoxha,first secretary of Communist Party,,41,1,1,1,0,0,0,0,4,0,0,0,0,0,0,61,27,0
91,Albania,1973,143,339,339,8,ALB,81973,ALB,3,1431973,3391973,3391973,0,0,0,0,1946,2008,339,ALB,914,339,20,ALB,8,39,Southern Europe,150,Europe,9,1912,2008,0,0,0,0,0,0,3,2,2,1,1,1,1,0,0,0,0,0,Mehmet Shehu,Chairman of Council of Ministers,,0,30,1,0,1,Enver Hoxha,first secretary of Communist Party,,41,1,1,1,0,0,0,0,4,0,0,0,0,0,0,62,28,0
92,Albania,1974,143,339,339,8,ALB,81974,ALB,3,1431974,3391974,3391974,0,0,0,0,1946,2008,339,ALB,914,339,20,ALB,8,39,Southern Europe,150,Europe,9,1912,2008,0,0,0,0,0,0,3,2,2,1,1,1,1,0,0,0,0,0,Mehmet Shehu,Chairman of Council of Ministers,,0,31,1,0,1,Enver Hoxha,first secretary of Communist Party,,41,1,1,1,0,0,0,0,4,0,0,0,0,0,0,63,29,0
93,Albania,1975,143,339,339,8,ALB,81975,ALB,3,1431975,3391975,3391975,0,0,0,0,1946,2008,339,ALB,914,339,20,ALB,8,39,Southern Europe,150,Europe,9,1912,2008,0,0,0,0,0,0,3,2,2,1,1,1,1,0,0,0,0,0,Mehmet Shehu,Chairman of Council of Ministers,,0,32,1,0,1,Enver Hoxha,first secretary of Communist Party,,41,1,1,1,0,0,0,0,4,0,0,0,0,0,0,64,30,0
94,Albania,1976,143,339,339,8,ALB,81976,ALB,3,1431976,3391976,3391976,0,0,0,0,1946,2008,339,ALB,914,339,20,ALB,8,39,Southern Europe,150,Europe,9,1912,2008,0,0,0,0,0,0,3,2,2,1,1,1,1,0,0,0,0,0,Mehmet Shehu,Chairman of Council of Ministers,,0,33,1,0,1,Enver Hoxha,first secretary of Communist Party,,41,1,1,1,0,0,0,0,4,0,0,0,0,0,0,65,31,0
95,Albania,1977,143,339,339,8,ALB,81977,ALB,3,1431977,3391977,3391977,0,0,0,0,1946,2008,339,ALB,914,339,20,ALB,8,39,Southern Europe,150,Europe,9,1912,2008,0,0,0,0,0,0,3,2,2,1,1,1,1,0,0,0,0,0,Mehmet Shehu,Chairman of Council of Ministers,,0,34,1,0,1,Enver Hoxha,first secretary of Communist Party,,41,1,1,1,0,0,0,0,4,0,0,0,0,0,0,66,32,0
96,Albania,1978,143,339,339,8,ALB,81978,ALB,3,1431978,3391978,3391978,0,0,0,0,1946,2008,339,ALB,914,339,20,ALB,8,39,Southern Europe,150,Europe,9,1912,2008,0,0,0,0,0,0,3,2,2,1,1,1,1,0,0,0,0,0,Mehmet Shehu,Chairman of Council of Ministers,,0,35,1,0,1,Enver Hoxha,first secretary of Communist Party,,41,1,1,1,0,0,0,0,4,0,0,0,0,0,0,67,33,0
97,Albania,1979,143,339,339,8,ALB,81979,ALB,3,1431979,3391979,3391979,0,0,0,0,1946,2008,339,ALB,914,339,20,ALB,8,39,Southern Europe,150,Europe,9,1912,2008,0,0,0,0,0,0,3,2,2,1,1,1,1,0,0,0,0,0,Mehmet Shehu,Chairman of Council of Ministers,,0,36,1,0,1,Enver Hoxha,first secretary of Communist Party,,41,1,1,1,0,0,0,0,4,0,0,0,0,0,0,68,34,0
98,Albania,1980,143,339,339,8,ALB,81980,ALB,3,1431980,3391980,3391980,0,0,0,0,1946,2008,339,ALB,914,339,20,ALB,8,39,Southern Europe,150,Europe,9,1912,2008,0,0,0,0,0,0,3,2,2,1,1,1,1,0,0,0,0,0,Mehmet Shehu,Chairman of Council of Ministers,,0,37,1,0,1,Enver Hoxha,first secretary of Communist Party,,41,1,1,1,0,0,0,0,4,0,0,0,0,0,0,69,35,0
99,Albania,1981,143,339,339,8,ALB,81981,ALB,3,1431981,3391981,3391981,0,0,0,0,1946,2008,339,ALB,914,339,20,ALB,8,39,Southern Europe,150,Europe,9,1912,2008,0,0,0,0,0,0,3,2,2,1,1,1,1,0,0,0,0,0,Mehmet Shehu,Chairman of Council of Ministers,,0,38,1,0,1,Enver Hoxha,first secretary of Communist Party,,41,1,1,1,0,0,0,0,4,0,0,0,0,0,0,70,36,0
100,Albania,1982,143,339,339,8,ALB,81982,ALB,3,1431982,3391982,3391982,0,0,0,0,1946,2008,339,ALB,914,339,20,ALB,8,39,Southern Europe,150,Europe,9,1912,2008,0,0,0,0,0,0,3,2,2,1,1,1,1,0,0,0,1,0,Adil Carcani,Chairman of Council of Ministers,1.18.82,0,39,1,0,1,Enver Hoxha,first secretary of Communist Party,,41,1,1,1,0,0,0,0,4,0,0,0,0,0,0,71,37,0
101,Albania,1983,143,339,339,8,ALB,81983,ALB,3,1431983,3391983,3391983,0,0,0,0,1946,2008,339,ALB,914,339,20,ALB,8,39,Southern Europe,150,Europe,9,1912,2008,0,0,0,0,0,0,3,2,2,1,1,1,1,0,0,0,0,0,Adil Carcani,Chairman of Council of Ministers,,0,40,1,0,1,Enver Hoxha,first secretary of Communist Party,,41,1,1,1,0,0,0,0,4,0,0,0,0,0,0,72,38,0
102,Albania,1984,143,339,339,8,ALB,81984,ALB,3,1431984,3391984,3391984,0,0,0,0,1946,2008,339,ALB,914,339,20,ALB,8,39,Southern Europe,150,Europe,9,1912,2008,0,0,0,0,0,0,3,2,2,1,1,1,1,0,0,0,0,0,Adil Carcani,Chairman of Council of Ministers,,0,41,1,0,1,Enver Hoxha,first secretary of Communist Party,,41,1,0,0,0,0,0,0,4,0,0,0,0,0,0,73,39,0
103,Albania,1985,143,339,339,8,ALB,81985,ALB,3,1431985,3391985,3391985,0,0,0,0,1946,2008,339,ALB,914,339,20,ALB,8,39,Southern Europe,150,Europe,9,1912,2008,0,0,0,0,0,0,3,2,2,1,1,1,1,0,0,0,0,0,Adil Carcani,Chairman of Council of Ministers,,1,1,0,0,1,Ramiz Alia,first secretary of Communist Party,4.00.85,7,1,1,1,1,0,0,0,3,0,0,0,0,0,1,74,1,0
104,Albania,1986,143,339,339,8,ALB,81986,ALB,3,1431986,3391986,3391986,0,0,0,0,1946,2008,339,ALB,914,339,20,ALB,8,39,Southern Europe,150,Europe,9,1912,2008,0,0,0,0,0,0,3,2,2,1,1,1,1,0,0,0,0,0,Adil Carcani,Chairman of Council of Ministers,,0,2,0,0,1,Ramiz Alia,first secretary of Communist Party,,7,1,1,1,0,0,0,0,3,0,0,0,0,0,0,75,2,0
105,Albania,1987,143,339,339,8,ALB,81987,ALB,3,1431987,3391987,3391987,0,0,0,0,1946,2008,339,ALB,914,339,20,ALB,8,39,Southern Europe,150,Europe,9,1912,2008,0,0,0,0,0,0,3,2,2,1,1,1,1,0,0,0,0,0,Adil Carcani,Chairman of Council of Ministers,,0,3,0,0,1,Ramiz Alia,first secretary of Communist Party,,7,1,1,1,0,0,0,0,3,0,0,0,0,0,0,76,3,0
106,Albania,1988,143,339,339,8,ALB,81988,ALB,3,1431988,3391988,3391988,0,0,0,0,1946,2008,339,ALB,914,339,20,ALB,8,39,Southern Europe,150,Europe,9,1912,2008,0,0,0,0,0,0,3,2,2,1,1,1,1,0,0,0,0,0,Adil Carcani,Chairman of Council of Ministers,,0,4,0,0,1,Ramiz Alia,first secretary of Communist Party,,7,1,1,1,0,0,0,0,3,0,0,0,0,0,0,77,4,0
